LOCATION,\sITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
B13-261-R-3012-4074-48,774425,OATS STEEL CUT,1,50#,50,46,16.75,0,green,http://yourURL?LOCATION=
B13-262-L-3192-4086-0,248614,TURKEY BREAST PAN ROAST,2,6#,12,113.2,4.7,0,green,http://yourURL?LOCATION=
B13-262-L-3192-4086-60,370019,COTTAGE CHEESE SMALL CURD,6,15 OZ,6.625,873.8,7.9244,0,green,http://yourURL?LOCATION=
B13-262-L-3192-4086-84,621739,GUMMI HALLOWEEN CATS,4,5#,20,0,29.2,0,green,http://yourURL?LOCATION=
B13-262-R-3012-4086-12,280100,OLIVE LOAF,3,3.2#,9.6,83.8,3.09,0,green,http://yourURL?LOCATION=
B13-262-R-3012-4086-36,158300,"CABBAGE SHRED 1/8"" W/CARROT",2,5#,10,938.6,7.8,0,green,http://yourURL?LOCATION=
B14-127-L-3420-2286-0,195200,CHICKEN BREAST BUFFALO STYLE,2,6#,12,62,4.62,0,green,http://yourURL?LOCATION=
B14-127-L-3420-2286-84,652152,GUMMI EGGS SWIRL,4,5#,20,0,22.51,0,green,http://yourURL?LOCATION=
B14-127-R-3240-2286-0,273216,TOMATO CRUSHED ALL PURPOSE,6,#10 CAN,46,13,18.46,0,green,http://yourURL?LOCATION=
B14-132-L-3420-2346-0,702642,PEANUTS REDSKIN RAW JUMBO RUNR,1,30#,30,48.8,22,1,red,http://yourURL?LOCATION=
B14-132-L-3420-2346-84,339368,PEAS WASABI WHITE MALAYSIAN,1,22#,22,63,31.02,0,green,http://yourURL?LOCATION=
B14-132-R-3240-2346-0,655675,PISTACHIO R/S 21/25,1,25#,25,49.2,114.6,0,green,http://yourURL?LOCATION=
B14-132-R-3240-2346-84,215923,TURKEY PASTRAMI,2,4.25#,8.5,107.4,2.2,0,green,http://yourURL?LOCATION=
B14-136-L-3420-2394-0,609053,STARLIGHT MINTS ASST. COLORS,1,31#,31,4.2,27.9,0,green,http://yourURL?LOCATION=
B14-136-L-3420-2394-84,824354,CREAM WHIPPED AEROSOL,12,15 OZ,11.25,129,22.36,3,red,http://yourURL?LOCATION=
B14-136-R-3240-2394-0,942291,DRINK RECOVERY GRAPFRUIT GNGR,12,16 OZ,13,190,20.1,2,red,http://yourURL?LOCATION=
B14-141-L-3420-2454-0,616100,PAN LINER 27# SILICN 3-5 BAKE,1000,16X24,26.7,117.6,52.2,0,green,http://yourURL?LOCATION=
B14-141-L-3420-2454-84,507466,GUMMI BEARS BLUE RASPBERRY,4,5#,20,16.4,21.66,0,green,http://yourURL?LOCATION=
B14-141-R-3240-2454-0,774325,OAT BRAN,1,50#,50,4.6,22.5,1,red,http://yourURL?LOCATION=
B14-141-R-3240-2454-84,674000,DELI PAPER FOLDED 8X10.75,12,500 CT,26,124,33.35,0,green,http://yourURL?LOCATION=
B14-146-L-3420-2514-0,243214,HAM SMOKEHOUSE-NATURAL JUICE,2,10#,20,77.6,2.9,0,green,http://yourURL?LOCATION=
B14-146-L-3420-2514-84,509353,PRODUCE BAG,4,750 CT,16.8,140.6,31,0,green,http://yourURL?LOCATION=
B14-146-R-3240-2514-0,746700,OATS ROLLED THICK CUT .038,1,50#,50,50.4,16.75,4,red,http://yourURL?LOCATION=
B14-146-R-3240-2514-84,139642,SALAD HAM SALAD WITH RELISH,2,5#,10,124.4,3.04,0,green,http://yourURL?LOCATION=
B14-151-L-3420-2574-84,412487,JUJU RED MINI FISH BULK 30#,1,30#,30,31.2,35.36,0,green,http://yourURL?LOCATION=
B14-151-R-3240-2574-0,370027,COTTAGE CHEESE SMALL CURD,6,24 OZ,9,992.6,12.5812,1,red,http://yourURL?LOCATION=
B14-151-R-3240-2574-84,708700,OREO COOKIE MEDIUM CRUMBS,1,25#,26,24.4,77.33,0,green,http://yourURL?LOCATION=
B14-155-R-3240-2622-0,935893,SAUSAGE BEEF SMOKED HOT,16,14 OZ,14,2.3,66.36,0,green,http://yourURL?LOCATION=
B14-155-R-3240-2622-84,839698,BUTTERFINGERS PIECES,6,3#,18.4,6,53.48,0,green,http://yourURL?LOCATION=
B14-160-L-3420-2682-0,935907,SAUSAGE SMOKED W/ CHEESE,16,14 OZ,14,5.8,52.78,0,green,http://yourURL?LOCATION=
B14-160-L-3420-2682-84,935914,BRATWURST COOKED,16,14 OZ,14,8,47.46,0,green,http://yourURL?LOCATION=
B14-165-L-3420-2742-0,935921,SAUSAGE SMOKED,16,14 OZ,14,8.4,47.46,0,green,http://yourURL?LOCATION=
B14-165-L-3420-2742-84,935928,SAUSAGE COMBO PACK,16,14 OZ,14,6.8,47.46,0,green,http://yourURL?LOCATION=
B14-165-R-3240-2742-0,634914,WING SAUCE SWEET RED CHILI,4,GALLON,42.92,6.6,45.42,0,green,http://yourURL?LOCATION=
B14-165-R-3240-2742-84,935935,SAUSAGE SMOKED HOT,16,14 OZ,14,7.4,47.46,0,green,http://yourURL?LOCATION=
B14-170-L-3420-2802-0,691524,JUICE ORANGE NFC SS,12,12 OZ,9,26.8,8.64,0,green,http://yourURL?LOCATION=
B14-170-L-3420-2802-84,525401,MILK ORGANIC SOY UNSWEETENDED,6,64 OZ,24,22.6,16.92,0,green,http://yourURL?LOCATION=
B14-170-R-3240-2802-0,935949,SAUSAGE SMOKED EXTRA HOT,16,14 OZ,14,1.3,47.46,0,green,http://yourURL?LOCATION=
B14-170-R-3240-2802-84,560353,WAFERS ORCHID ALPINE,1,25#,25,0,40.25,0,green,http://yourURL?LOCATION=
B14-174-L-3420-2850-0,777595,VINEGAR RICE SWEET & TANGY,6,12 OZ,12.55,28.7,9.78,0,green,http://yourURL?LOCATION=
B14-174-L-3420-2850-84,935956,SAUSAGE SMOKED SUPER HOT,16,14 OZ,14,3,47.46,0,green,http://yourURL?LOCATION=
B14-179-L-3420-2910-0,533238,THIN MINTS RASPBERRY,36,5.5 OZ,14,0,27.5,0,green,http://yourURL?LOCATION=
B14-179-L-3420-2910-84,560387,WAFER LEMON BURST ALPINE,1,25#,25,0,40.25,0,green,http://yourURL?LOCATION=
B14-179-R-3240-2910-0,827952,BASE BLACK RASPBERRY SEEDLESS,2,16#,32,7.4,66.88,0,green,http://yourURL?LOCATION=
B14-179-R-3240-2910-84,888603,MIX ANGEL FOOD,1,25#,25,17,42.56,0,green,http://yourURL?LOCATION=
B14-184-R-3240-2970-84,615053,SPONGE/SEA FOAM CHOCOLATE,1,15#,15,31.2,58.06,0,green,http://yourURL?LOCATION=
B14-189-L-3420-3030-84,620500,CONT CLEAR HINGD LBH821(SL70),250,8X8X3.3,17.7,40.2,36.54,0,green,http://yourURL?LOCATION=
B14-189-R-3240-3030-0,769300,RAISINS MIDGET THOMPSON,1,30#,31,13.4,31.0706,0,green,http://yourURL?LOCATION=
B14-189-R-3240-3030-84,764504,KOMBUCHA TRADITIONAL OOLONG,12,16 OZ,12,9.2,26.45,0,green,http://yourURL?LOCATION=
B14-191-L-3420-3078-0,351600,BASE CAKE CREAM,1,50#,50,35.2,34.03,3,red,http://yourURL?LOCATION=
B14-191-L-3420-3078-84,622538,CORN MEAL WHITE GRANULATED,1,25#,25,15.2,9.22,1,red,http://yourURL?LOCATION=
B14-191-R-3240-3078-0,630815,PAPAYA CHUNK,4,11#,44,16,54.89,0,green,http://yourURL?LOCATION=
B14-191-R-3240-3078-84,733140,FLOUR WHITE UNBLEACHED,4,5#,20.95,9.9,11.32,0,green,http://yourURL?LOCATION=
B14-195-L-3420-3138-0,810100,COOKIE BASE OLD WORLD BUTTER,1,30#,31,7,30.29,1,red,http://yourURL?LOCATION=
B14-195-L-3420-3138-84,830899,PECAN HALVES JUMBO BUTTRD R/S,1,24#,24,20.4,191,0,green,http://yourURL?LOCATION=
B14-195-R-3240-3138-0,474212,JELLY BEANS,1,31#,31,23.2,31.16,0,green,http://yourURL?LOCATION=
B14-195-R-3240-3138-84,253600,DUTCH LOAF,2,3#,6.5,86.2,2.49,0,green,http://yourURL?LOCATION=
B14-199-L-3420-3198-0,810300,CAKE EZ ANGEL FOOD MIX,1,30#,31,13,80.52,1,red,http://yourURL?LOCATION=
B14-199-R-3240-3198-84,772703,ICING REAL CREAM CHEESE,1,18#,19.47,25.8,40.37,0,green,http://yourURL?LOCATION=
B14-203-L-3420-3258-0,153100,CAKE MIX WHITE BAKERS PLUS,1,50#,50,60.2,58.08,2,red,http://yourURL?LOCATION=
B14-203-L-3420-3258-84,873503,COFFEE BEANS DARK CHOC,1,10#,10,41.4,29.75,0,green,http://yourURL?LOCATION=
B14-203-R-3240-3258-0,709200,SUGAR MEDIUM COARSE,4,8#,32,35.2,39.8,0,green,http://yourURL?LOCATION=
B14-206-L-3420-3306-0,810500,BASE CAKE HONEY CREAM,1,30#,31,24.2,35.84,0,green,http://yourURL?LOCATION=
B14-206-L-3420-3306-84,196444,CASHEWS 240 ROASTED NO SALT,1,25#,25,8.4,160.98,0,green,http://yourURL?LOCATION=
B14-206-R-3240-3306-84,240102,MICRO TRAY BLACK OBLONG,250,24 OZ,15,3.4,52.06,0,green,http://yourURL?LOCATION=
B14-209-L-3420-3366-0,809600,CAKE MIX YELLOW POUND,1,30#,31,7.6,40.25,1,red,http://yourURL?LOCATION=
B14-209-R-3240-3366-0,100305,ICING DONUT & FUDGE BROWNIE,1,39#,39,12.6,58.39,0,green,http://yourURL?LOCATION=
B14-209-R-3240-3366-84,755410,FLOUR BAKING 1 TO 1 GF,4,5#,20.95,2.3,34.56,0,green,http://yourURL?LOCATION=
B14-213-L-3420-3426-0,825400,BREAD MIX HEARTH,1,30#,31,18.8,23.62,0,green,http://yourURL?LOCATION=
B14-213-L-3420-3426-84,160999,AMERICAN YELOW RESTRICT MELT*,4,5#,20,56.2,2.27,0,green,http://yourURL?LOCATION=
B14-217-L-3420-3486-0,708400,DONUT MIX VANILLA PERFORMER,1,50#,51,46.2,45.89,3,red,http://yourURL?LOCATION=
B14-217-L-3420-3486-84,763315,FLOUR PASTRY WHOLE WHEAT OG,4,5#,21,1.4,18.24,0,green,http://yourURL?LOCATION=
B14-217-R-3240-3486-0,639827,PASTA SAUCE MARINARA,12,24 OZ,18,44,11.53,0,green,http://yourURL?LOCATION=
B14-219-L-3420-3534-0,815300,DONUT MIX PERFORMER SPICE CK,1,50#,51,15.2,45.89,0,green,http://yourURL?LOCATION=
B14-219-L-3420-3534-84,487803,PEANUTS I/S HOT NUTS CAJUN,1,25#,25,17,26.5,0,green,http://yourURL?LOCATION=
B14-219-R-3240-3534-0,688141,BEANS DRY GREAT NORTHERN,1,55#,55,3.4,27,0,green,http://yourURL?LOCATION=
B14-223-L-3420-3594-0,747100,FLOUR WHEAT STONED GROUND,1,50#,50,12.2,15,0,green,http://yourURL?LOCATION=
B14-223-L-3420-3594-84,937734,BEANS BAKED STEAKHOUSE,4,5#,20,2.3,33.6,0,green,http://yourURL?LOCATION=
B14-223-R-3240-3594-0,338868,RAISINS GOLDEN FANCY SEL,1,30#,30,130.6,42.5,0,green,http://yourURL?LOCATION=
B14-223-R-3240-3594-84,707248,CANDY CORN HOLIDAY,1,30#,32,0,30.8,0,green,http://yourURL?LOCATION=
B14-227-L-3420-3654-0,629700,FLOUR SAPPHIRE PATENT,1,50#,50,24.8,13.1,2,red,http://yourURL?LOCATION=
B14-227-L-3420-3654-84,694924,CHESTER'S 8PC BOX,1,250 CT,38,2,88.51,0,green,http://yourURL?LOCATION=
B14-227-R-3240-3654-0,217099,COFFEE CREAM,12,8 OZ,6,48.4,14.02,0,green,http://yourURL?LOCATION=
B14-227-R-3240-3654-84,627332,CRANBERRIES DRIED,1,25#,25,111.4,27.5,0,green,http://yourURL?LOCATION=
B14-231-L-3420-3714-0,197403,FLOUR ALL PURPOSE PASTRY,1,50#,50,213.6,9.7,0,green,http://yourURL?LOCATION=
B14-231-L-3420-3714-84,718639,FLAX SEED MEAL/GOLDEN GF,1,25#,25,5.8,32.25,0,green,http://yourURL?LOCATION=
B14-231-R-3240-3714-0,764546,KOMBUCHA SEASONAL,12,16 OZ,12,15.2,26.45,0,green,http://yourURL?LOCATION=
B14-231-R-3240-3714-84,623300,GUMMI WORMS MINI,6,5#,30,21.6,29.55,0,green,http://yourURL?LOCATION=
B14-235-L-3420-3762-0,153700,CAKE MIX DEVILS FOOD BAKER PLS,1,50#,50,43,58.08,1,red,http://yourURL?LOCATION=
B14-235-L-3420-3762-84,663121,RICE CRACKERS ORIENTAL,1,22#,22,28.4,26.19,0,green,http://yourURL?LOCATION=
B14-235-R-3240-3762-0,388857,FREEZER PAPER-TRENTWOOD FARMS,1,"18""1000",28,9.2,26.56,0,green,http://yourURL?LOCATION=
B14-240-L-3420-3822-0,837416,FLOUR FULL STRENGTH UNBLEAC,1,50#,50,21,13.96,0,green,http://yourURL?LOCATION=
B14-240-L-3420-3822-84,708742,CORN NUTS,1,25#,25,22,35.4375,0,green,http://yourURL?LOCATION=
B14-240-R-3240-3822-0,656543,PINEAPPLE DICED DRIED,4,11.00#,44,4.8,59.4,0,green,http://yourURL?LOCATION=
B14-240-R-3240-3822-84,401437,MACARONI & CHEESE BAKED,6,20 OZ,7.5,188.8,14.18,0,green,http://yourURL?LOCATION=
B14-245-L-3420-3882-0,919702,CAKE MIX CHOCOLATE ZTF,1,50#,50,8.6,70.14,1,red,http://yourURL?LOCATION=
B14-245-L-3420-3882-84,416312,PRETZELS YOGURT MINI,1,15#,15,164,19.55,1,red,http://yourURL?LOCATION=
B14-245-R-3240-3882-84,579614,TUB CLEAR 24 OZ,500,5X4.75,20.39,6,58.94,0,green,http://yourURL?LOCATION=
B14-250-L-3420-3942-0,818100,DONUT MIX FRI-DO POTATO,1,50#,51,14.8,38.53,1,red,http://yourURL?LOCATION=
B14-250-L-3420-3942-84,707903,LABEL-FESTIVAL SECURITY,40,1000 CT,18,12.4,60,0,green,http://yourURL?LOCATION=
B14-250-R-3240-3942-0,674600,CUPS SOUP PAPER W/LID EXPRESN,121,16 OZ,7.4,64.2,20.22,0,green,http://yourURL?LOCATION=
B14-250-R-3240-3942-84,192303,CORNED BEEF USDA CHOICE ANGUS,2,8.50#,17,21.6,4.72,0,green,http://yourURL?LOCATION=
B14-254-L-3420-3990-0,728300,SUGAR SATIN SET,1,50#,50.7,27.4,22.3,0,green,http://yourURL?LOCATION=
B14-254-L-3420-3990-84,840852,GUMMI SOUR SPIDERS,4,5#,20,0,23.61,0,green,http://yourURL?LOCATION=
B14-254-R-3240-3990-0,101706,FLOUR KING MIDAS DURAM,1,50#,51,82,19.53,3,red,http://yourURL?LOCATION=
B14-254-R-3240-3990-84,544475,ROASTER SLEEVE-FESTIVAL,500,"3""",18,15.2,34,0,green,http://yourURL?LOCATION=
B14-259-L-3420-4050-0,818200,DONUT MIX TRIUMPH RAISED,1,50#,51,49.6,41.33,0,green,http://yourURL?LOCATION=
B14-259-R-3240-4050-0,868749,EGG NOG VANILLA SPICE,12,32 OZ,24,0,27,0,green,http://yourURL?LOCATION=
B14-259-R-3240-4050-84,714600,STUFFING MIX TRAD WHITE BREAD,6,58 OZ,23.5,9.4,61.75,0,green,http://yourURL?LOCATION=
B15-127-L-3648-2286-0,704042,SOYNUTS ROASTED SALTED,1,20#,20,26.6,14.9,0,green,http://yourURL?LOCATION=
B15-127-L-3648-2286-60,277400,HOT DOGS RETAIL,24,1#,25,106.6,20.88,0,green,http://yourURL?LOCATION=
B15-127-L-3648-2286-84,415462,FLAX SEEDS BROWN WHOLE,1,50#,50,15.2,18.5,2,red,http://yourURL?LOCATION=
B15-127-R-3468-2286-0,339412,MICRO LID CLEAR #FPR916,300,12-16OZ,7.5,29.4,32.35,0,green,http://yourURL?LOCATION=
B15-127-R-3468-2286-60,938420,CEREAL OAT STEEL CUT SHIPPER,32,24 OZ,51,0.6,57.16,0,green,http://yourURL?LOCATION=
B15-132-L-3648-2346-0,654503,CHERRIES DRIED 25 LB BOX,1,25#,25,33.8,121.75,0,green,http://yourURL?LOCATION=
B15-132-L-3648-2346-60,279300,SAUERKRAUT,12,2#,24,16.6,20.82,0,green,http://yourURL?LOCATION=
B15-132-L-3648-2346-84,293196,PEAS GREEN SPLIT,1,55#,55,4,19,1,red,http://yourURL?LOCATION=
B15-132-R-3468-2346-0,682717,COCONUT MACAROON / FINE,1,25#,25,19.2,35.894,0,green,http://yourURL?LOCATION=
B15-132-R-3468-2346-60,762023,FLOUR UNBLEACHED WHITE,6,5#,30.85,7.5,16.14,1,red,http://yourURL?LOCATION=
B15-132-R-3468-2346-84,611203,GOUDA SMOKED BULK HOLLAND,4,6#,24,30.6,2.57,0,green,http://yourURL?LOCATION=
B15-136-L-3648-2394-0,837248,FLOUR H&R ALL PURPOSE ET,1,50#,50,9,11.14,2,red,http://yourURL?LOCATION=
B15-136-L-3648-2394-60,417100,FILM CUTTER BOX 35 GAUGE,1,12X2000,7,29.4,9.47,0,green,http://yourURL?LOCATION=
B15-136-R-3468-2394-0,210700,BOLOGNA LARGE PLAIN A/C #020,1,9#,9,24.8,2.12,0,green,http://yourURL?LOCATION=
B15-136-R-3468-2394-60,613153,SESAME SEEDS WHITE HULLED,1,50#,50,20,41.5,0,green,http://yourURL?LOCATION=
B15-136-R-3468-2394-84,835208,CONT-LID CRYSTAL CLASSIC 32OZ,150,32 OZ,8.1,35.8,16.98,0,green,http://yourURL?LOCATION=
B15-141-L-3648-2454-0,402304,CHICKEN TENDERS BONELESS,4,10#,40,147,2.15,0,green,http://yourURL?LOCATION=
B15-141-L-3648-2454-60,943712,KOMBUCHA REISHI CHOCOLATE OG,12,16 OZ,22.5,2.3,27,0,green,http://yourURL?LOCATION=
B15-141-L-3648-2454-84,837395,FLOUR ALL TRUMP ENRICHED MALTE,1,50#,50,19.6,15.05,0,green,http://yourURL?LOCATION=
B15-141-R-3468-2454-0,700216,VINEGAR WHITE 5%,4,GALLON,35.7,267.8,5.88,0,green,http://yourURL?LOCATION=
B15-141-R-3468-2454-60,517500,BOX PIE WINDOW-GT PIE COMPANY,200,9X9X2.5,26,44,53.61,1,red,http://yourURL?LOCATION=
B15-141-R-3468-2454-84,674201,TURKEY BREAST THANKSGIVING,2,8.5 #,18,31,3.46,0,green,http://yourURL?LOCATION=
B15-146-L-3648-2514-0,837360,SUGAR AMERFOND DRY FONDANT,1,50#,50,3.8,34.25,1,red,http://yourURL?LOCATION=
B15-146-L-3648-2514-60,831842,GUMMI WATERMELON RINGS,6,5#,30,2.6,30.15,0,green,http://yourURL?LOCATION=
B15-146-L-3648-2514-84,285524,BUTTERMILK QUART,12,QUART,29,643.8,17.33,0,green,http://yourURL?LOCATION=
B15-146-R-3468-2514-0,677533,CHEDDAR CURDS BULK,6,5 #,30,18.4,2.71,0,green,http://yourURL?LOCATION=
B15-146-R-3468-2514-60,826900,BREAD MIX CRACKED WHEAT,1,30#,31,48.2,26.37,0,green,http://yourURL?LOCATION=
B15-150-R-3468-2562-60,240303,FARRO WHEAT,1,22#,22,1.6,38.5,0,green,http://yourURL?LOCATION=
B15-151-L-3648-2574-0,686800,BUTCHERPAPER KRAFT WHITE 40#,1,"18""1000",19,112,14.42,0,green,http://yourURL?LOCATION=
B15-151-L-3648-2574-60,664400,PEPPERONCINI,1,640 OZ,44.8,6.4,24.95,0,green,http://yourURL?LOCATION=
B15-151-L-3648-2574-84,794000,SUGAR POWDERED 12x,1,50#,50,137,21.3,8,red,http://yourURL?LOCATION=
B15-151-R-3468-2574-0,609499,BBQ SAUCE ORIGINAL,4,GALLON,40.56,139,39.3,0,green,http://yourURL?LOCATION=
B15-151-R-3468-2574-60,611369,PITA CHIPS GF SEA SALT,12,6 OZ,4.5,47.8,28.2,0,green,http://yourURL?LOCATION=
B15-151-R-3468-2574-84,788503,GUMMI AWESOME BLOSSOMS,4,5#,21,0,21.66,0,green,http://yourURL?LOCATION=
B15-155-L-3648-2622-0,622700,FLOUR HIGH GLUTEN,1,25#,25,142.8,7.45,1,red,http://yourURL?LOCATION=
B15-155-L-3648-2622-60,911750,PRETZEL CRISP ORIGINAL DISPLAY,48,7.2 OZ,21.6,0,78.96,0,green,http://yourURL?LOCATION=
B15-155-L-3648-2622-84,239603,BEANS DRY RED SMALL POLISHED,1,50#,50,4.2,25.15,0,green,http://yourURL?LOCATION=
B15-155-R-3468-2622-0,901600,CREAM CHEESE TUB SOFT,4,5#,20,12,2.1081,0,green,http://yourURL?LOCATION=
B15-155-R-3468-2622-60,629500,FLOUR CAKE,1,50#,50,10.8,12.5,0,green,http://yourURL?LOCATION=
B15-155-R-3468-2622-84,636400,BREADING REG. PHT RED LABEL,1,45#,46.7,167.8,55.57,0,green,http://yourURL?LOCATION=
B15-160-L-3648-2682-60,458642,SNACK MIX ORIGINAL GARDETTO,8,2#,16,21.2,31.66,0,green,http://yourURL?LOCATION=
B15-160-L-3648-2682-84,652220,DONUT MIX YEAST RAISED,1,50#,50,11.2,24.28,1,red,http://yourURL?LOCATION=
B15-160-R-3468-2682-0,709542,SUNFLOWER SEEDS HONEY ROASTED,1,25#,26,7.2,23.25,1,red,http://yourURL?LOCATION=
B15-160-R-3468-2682-84,943558,KOMBUCHA SEASONAL LIBERTY OG,12,16.2 OZ,22.1,28.7,23.35,0,green,http://yourURL?LOCATION=
B15-165-L-3648-2742-0,818500,DONUT MIX YRM-175 RAISED,1,50#,51,115.6,35.73,8,red,http://yourURL?LOCATION=
B15-165-L-3648-2742-60,561798,PEPPERMINT PATTIES CHOC FOIL,1,24#,24,0,44.4,0,green,http://yourURL?LOCATION=
B15-165-R-3468-2742-60,724300,SUGAR POWDERED 6x,1,50#,50.7,177.8,20.3,5,red,http://yourURL?LOCATION=
B15-165-R-3468-2742-84,620021,CONT CLEAR HINGED PET51UT1,250,8X8X3,23.8,34.2,38.59,0,green,http://yourURL?LOCATION=
B15-170-L-3648-2802-0,989441,FREEZER PAPER-MIESFELD MKT,1,"18""1000",28,5,31.71,0,green,http://yourURL?LOCATION=
B15-170-L-3648-2802-60,539783,TOFFEE BUTTER ALMOND MILK CHOC,1,10#,10,0,43.7,0,green,http://yourURL?LOCATION=
B15-170-L-3648-2802-84,863436,DONUT MIX VANILLA CAKE,1,50#,50,29.4,33.85,0,green,http://yourURL?LOCATION=
B15-170-R-3468-2802-0,461406,MIX ORIENTAL FANTASY,1,21#,21,9.4,51.86,0,green,http://yourURL?LOCATION=
B15-174-L-3648-2850-0,629800,FLOUR ALL PURPOSE,2,25#,50,25.4,12.4,0,green,http://yourURL?LOCATION=
B15-174-L-3648-2850-60,779448,FLOUR PASTRY WHOLE WHEAT,4,5#,21.25,4.8,11.32,0,green,http://yourURL?LOCATION=
B15-174-L-3648-2850-84,701000,BBQ SAUCE,4,128 OZ,42,17,34.48,0,green,http://yourURL?LOCATION=
B15-174-R-3468-2850-0,751942,CEREAL HOT OAT STEEL CUT,1,25#,25.25,0.1,16.7,0,green,http://yourURL?LOCATION=
B15-174-R-3468-2850-60,863536,DONUT MIX APPOLLO NUTMEG,1,50#,50,16.6,35.53,2,red,http://yourURL?LOCATION=
B15-179-L-3648-2910-0,794500,PUMPKIN SOLID 100% NATURAL,6,#10 CAN,39.7,24.2,34.5,0,green,http://yourURL?LOCATION=
B15-179-L-3648-2910-60,742932,FLOUR BREAD ARTISAN,4,5#,21.25,3,14.32,0,green,http://yourURL?LOCATION=
B15-179-L-3648-2910-84,837332,OATS ROLLED REGULAR,1,50#,50,6.4,16.75,0,green,http://yourURL?LOCATION=
B15-179-R-3468-2910-0,285632,DESSERT MANDARIN ORANGE MIST,2,4#,8,61.4,1.755,0,green,http://yourURL?LOCATION=
B15-179-R-3468-2910-60,883500,CHOCOLATE CHIP DARK SEMI SWT4M,1,25#,25,29.6,42.25,0,green,http://yourURL?LOCATION=
B15-184-L-3648-2970-0,938427,FLAXSEED MEAL 32PC SHIPPER,32,16 OZ,34.5,0.6,72.84,0,green,http://yourURL?LOCATION=
B15-184-L-3648-2970-60,431748,BUTTER QUARTERS SALTED ORGANIC,15,1#,15,45,71.1,0,green,http://yourURL?LOCATION=
B15-184-L-3648-2970-84,686900,BUTCHERPAPER KRAFT WHITE 40#,1,"24""1000",25,5.8,19.16,0,green,http://yourURL?LOCATION=
B15-184-R-3468-2970-0,882800,TRAY PRODUCE W/LID 3-CELL DC,100,10X2.25,21.3,10.4,57.3,0,green,http://yourURL?LOCATION=
B15-184-R-3468-2970-60,811500,CAKE CREME & MUFFIN MIX,1,30#,31,14.6,51.15,1,red,http://yourURL?LOCATION=
B15-184-R-3468-2970-84,548203,FETA CHEESE IN BRINE BULGARIA,1,15.4#,18.43,8,35.22,0,green,http://yourURL?LOCATION=
B15-189-L-3648-3030-0,101453,SUGAR GRANULATED BEET,4,10#,40,22,17.24,3,red,http://yourURL?LOCATION=
B15-189-L-3648-3030-60,231000,CHEESE COJACK SLICED,12,8 OZ,6,27,24.36,0,green,http://yourURL?LOCATION=
B15-189-L-3648-3030-84,629600,FLOUR HIGH GLUTEN KYROL,1,50#,50,239.6,14.87,7,red,http://yourURL?LOCATION=
B15-189-R-3468-3030-0,837804,CANDY CORN CANDY CANE,1,30#,32,0,31.4,0,green,http://yourURL?LOCATION=
B15-189-R-3468-3030-60,646900,APRICOTS DRIED SIZE 4,1,28#,28,106.8,42.9,0,green,http://yourURL?LOCATION=
B15-189-R-3468-3030-84,707148,MELLOW CREME MIX HOLIDAY,1,30#,32,0,30.8,0,green,http://yourURL?LOCATION=
B15-191-L-3648-3078-0,832817,WALNUTS MEDIUM PIECES,1,30#,30,23.8,95.7,0,green,http://yourURL?LOCATION=
B15-191-L-3648-3078-84,563000,FREEZER PAPER 40/5#-MEAT&POUL,1,"24""1000",40,10.6,40.34,0,green,http://yourURL?LOCATION=
B15-191-R-3468-3078-0,655500,BAGS WHITE KRAFT 20#,500,8X5X16,24,7.4,22.06,0,green,http://yourURL?LOCATION=
B15-191-R-3468-3078-60,919695,CAKE MIX WHITE ZTF,1,50#,50,6.6,63.25,0,green,http://yourURL?LOCATION=
B15-191-R-3468-3078-84,779431,FLOUR WHOLE WHEAT,4,5#,21.15,5,11.32,0,green,http://yourURL?LOCATION=
B15-195-L-3648-3138-0,837346,SUGAR  LIGHT BROWN,1,50#,50,6.4,26.33,0,green,http://yourURL?LOCATION=
B15-195-L-3648-3138-84,203202,OATS QUICK,1,50#,50,76,16.75,3,red,http://yourURL?LOCATION=
B15-195-R-3468-3138-60,838746,WATER SPRING GALLONS,6,1 GAL,54,5.5,6.32,1,red,http://yourURL?LOCATION=
B15-199-L-3648-3198-60,936005,FRANKS REGULAR DELI,24,14 OZ,21,2.8,70.08,0,green,http://yourURL?LOCATION=
B15-199-R-3468-3198-0,610000,BOX CAKE WINDOW EXPRESSIONS,100,9X9X4,24,4.2,50,0,green,http://yourURL?LOCATION=
B15-203-L-3648-3258-84,655843,SWEDISH FISH ASSORTED - LARGE,6,5#,30,10.2,61.93,0,green,http://yourURL?LOCATION=
B15-203-R-3468-3258-84,756900,FLOUR HI GLUTEN BLEACHED/BROM,1,50#,50,94.4,14.55,14,red,http://yourURL?LOCATION=
B15-206-L-3648-3306-0,764847,KOMBUCHA BEE POWER (BOTTLE),12,16 OZ,14.16,16,25,0,green,http://yourURL?LOCATION=
B15-206-L-3648-3306-84,502100,BEANS RED KIDNEY,24,19 OZ,35.1,5.8,21.56,0,green,http://yourURL?LOCATION=
B15-206-R-3468-3306-0,926604,PROBIOTIC SPRKLNG STRAW ACAI,12,15.2 OZ,11.4,17.2,21.6,0,green,http://yourURL?LOCATION=
B15-206-R-3468-3306-60,914522,SNACK CHED FRT NUT OG,10,1.5 OZ,1.636,44.2,14.9,2,red,http://yourURL?LOCATION=
