LOCATION,\sITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
A8-148-R-1530-2424-60,597293,WATER PURIFIED DRINKING 1L,15,33.8 OZ,34.35,19,3.7,0,green,http://yourURL?LOCATION=
A8-14-L-1710-600-0,876688,T-SACK IGA HOMETOWN PROUD,1000,12X7X22,14,300,14.33,0,green,http://yourURL?LOCATION=
A8-14-R-1530-600-0,191002,PADS ROTISSERIE CHIX MLAC 140,600,8X6,16,5.2,26.77,0,green,http://yourURL?LOCATION=
A8-152-L-1710-2472-36,84150,XYOGHURT BLOOD ORANGE,12,8 OZ,6.8,2.7,17.88,0,green,http://yourURL?LOCATION=
A8-153-R-1530-2484-0,563668,DRESSING BAKED SAGE,6,16 OZ,6,0,17.8,0,green,http://yourURL?LOCATION=
A8-153-R-1530-2484-60,563680,POTATOES AU GRATIN HPP,6,16 OZ,6,0,15.6,0,green,http://yourURL?LOCATION=
A8-157-L-1710-2532-0,634285,COOKIE MINIONS CHRISTMAS,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A8-157-R-1530-2532-60,911743,PRETZEL CRISP ASST DISPLAY,48,7.2 OZ,21.6,0,78.96,0,green,http://yourURL?LOCATION=
A8-161-L-1710-2580-36,830300,DIP RANCH,1,5#,5,48.6,2.58,0,green,http://yourURL?LOCATION=
A8-162-L-1710-2592-0,932547,TEA ICED WITH LEMON,9,64 OZ,36,1.8,9,0,green,http://yourURL?LOCATION=
A8-162-R-1530-2592-0,871367,FRUIT W/FIG & ALMOND AUSTRAIL,12,2.6 OZ,2,0,31.82,0,green,http://yourURL?LOCATION=
A8-162-R-1530-2592-60,924196,HAM SRIRACHA,8,2.2-2.7,20,0.2,3.29,0,green,http://yourURL?LOCATION=
A8-166-L-1710-2640-36,931280,TUB LG CHOC BARK DRK W/ALMONDS,12,8 OZ,6,2.3,27,0,green,http://yourURL?LOCATION=
A8-167-L-1710-2652-36,942445,KEFIR DRINK NF STRAWBERRY,6,32 OZ,12,4,13.4,0,green,http://yourURL?LOCATION=
A8-167-R-1530-2652-0,868409,ORIGINAL COCOA TRUFFLES SHIPPR,48,7 OZ,21,0,120,0,green,http://yourURL?LOCATION=
A8-167-R-1530-2652-60,726595,BEAN DRY GREAT NORTHERN,4,27 OZ,7.3,0.5,12.02,0,green,http://yourURL?LOCATION=
A8-172-L-1710-2712-0,203602,BRAZIL NUTS WHOLE RAW,1,44#,44,11.2,374,0,green,http://yourURL?LOCATION=
A8-172-L-1710-2712-36,701600,SPAGHETTI SAUCE PLAIN,6,105 OZ,44,22.6,19.2208,0,green,http://yourURL?LOCATION=
A8-172-R-1530-2712-60,539477,COOKIE SANTA DECORATED,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A8-176-L-1710-2760-36,926947,TURKEY RSTD PEPPER ABF,2,4#,8,2.2,4.65,0,green,http://yourURL?LOCATION=
A8-17-L-1710-660-0,822400,ICING STICKY BUN SCHMEER,1,41#,43,10.4,57.63,0,green,http://yourURL?LOCATION=
A8-17-L-1710-660-36,936158,LID CANDY/NUT/COOKIE TUB CLR,720,"6.7""DIA",21.7,19.4,61.56,0,green,http://yourURL?LOCATION=
A8-17-R-1530-660-0,552800,SOUP ITALIAN WEDDING,2,8#,16,58.4,1.715,0,green,http://yourURL?LOCATION=
A8-17-R-1530-660-60,464099,SACKS HANDLE UP-SAUTTERS MKT,300,1/6-70#,47,17.4,36.76,0,green,http://yourURL?LOCATION=
A8-195-L-1710-3024-0,926996,CHICKEN BUFFALO  ABF,2,5#,10,2,4.89,0,green,http://yourURL?LOCATION=
A8-195-R-1530-3024-0,562410,PEANUTS SALTED MICHIGAN,12,10 OZ,7.5,0,31.68,0,green,http://yourURL?LOCATION=
A8-195-R-1530-3024-48,448264,TUB MD CONVERSATION HEART,12,11 OZ,8.25,0,18.27,0,green,http://yourURL?LOCATION=
A8-195-R-1530-3024-84,100651,BRATWURST SMOKED,10,14 OZ,8.75,11.4,25,0,green,http://yourURL?LOCATION=
A8-199-L-1710-3084-0,930888,CRAB MEAT JUMBO LUMP,12,6 OZ,4.5,7.5,82.4,0,green,http://yourURL?LOCATION=
A8-199-L-1710-3084-48,925414,HAM HONEY,2,8#,16,1.6,2.79,0,green,http://yourURL?LOCATION=
A8-199-L-1710-3084-84,926940,TURKEY HICKORY SMKD ABF,2,8#,16,2.6,4.59,0,green,http://yourURL?LOCATION=
A8-199-R-1530-3084-0,931294,TUB LG BARK CHOC/PRTZL/M&M DRZ,12,8 OZ,6,3,27,0,green,http://yourURL?LOCATION=
A8-199-R-1530-3084-84,140939,MOZZARELLA LOAF- PART SKIM*,8,6.5#,52,84.4,1.957,0,green,http://yourURL?LOCATION=
A8-1-L-1710-276-36,371789,SOUP CHICKEN NOODLE LOW FAT,6,16 OZ,6,33.2,18.94,0,green,http://yourURL?LOCATION=
A8-1-R-1530-276-0,220300,HAM IMPORTED KRAKUS,3,11#,33,2146.2,3.18,0,green,http://yourURL?LOCATION=
A8-1-R-1530-276-60,766203,CHICKEN FRESH 8 PC CUT UP,16,3-3.3#,52,373.4,1.52,11,red,http://yourURL?LOCATION=
A8-202-L-1710-3132-0,730760,DRSG PPK-BUTMILK RANCH,30,SHIPPER,46.75,0,57.6,0,green,http://yourURL?LOCATION=
A8-202-L-1710-3132-84,932533,TEA ICED RASPBERRY,9,64 OZ,36,0.6,9,0,green,http://yourURL?LOCATION=
A8-202-R-1530-3132-0,516823,TUB MD MELLOCREME MX VALENTINE,12,14 OZ,12,0,20.34,0,green,http://yourURL?LOCATION=
A8-202-R-1530-3132-48,753633,CHEESE COLBY JACK SHRED,12,8 OZ,6,3.8,30.48,0,green,http://yourURL?LOCATION=
A8-206-L-1710-3192-0,941878,CHOC BAR DARK 72% W/MINT,12,3 OZ,2.25,3.6,20.77,0,green,http://yourURL?LOCATION=
A8-206-L-1710-3192-48,448068,TUB PRETZELS YOGURT HOLIDAY,12,7 OZ,5.25,0,16.78,0,green,http://yourURL?LOCATION=
A8-206-R-1530-3192-0,879254,YOGURT GREEK CHOCOLATE STRWBRY,6,24 OZ,9,5.4,16.49,0,green,http://yourURL?LOCATION=
A8-209-R-1530-3252-0,830550,DRINK SMOOTHIE CRANBERRY APPLE,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-209-R-1530-3252-48,909111,MILK ALMOND UNSWEET VAN,6,64 OZ,26.7,13.6,16.32,0,green,http://yourURL?LOCATION=
A8-209-R-1530-3252-84,830533,DRINK SMOOTHIE ORANGE DELIGHT,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-20-L-1710-708-0,639147,NUT SNAX-KRI KRI CAJUN/CHILI,2,22#,44,11,52.4,0,green,http://yourURL?LOCATION=
A8-20-R-1530-708-0,155407,BUCKETS CHICKEN 8# HARVEST,200,130 OZ,29.3,0.3,77.1,0,green,http://yourURL?LOCATION=
A8-213-L-1710-3312-0,830516,DRINK SMOOTHIE GREEN MEGA,12,20 OZ,15,0,36,1,red,http://yourURL?LOCATION=
A8-213-L-1710-3312-48,830567,DRINK SMOOTHIE MANGO MADNESS,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-213-L-1710-3312-84,830601,DRINK SMOOTHIE BERRY BERRY,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-213-R-1530-3312-0,764784,KOMBUCHA GROWLER BACK EAST,6,64 OZ,24,6.8,45,1,red,http://yourURL?LOCATION=
A8-213-R-1530-3312-48,394900,PROVOLONE CHEESE,2,5.5#,11,27,3.32,0,green,http://yourURL?LOCATION=
A8-213-R-1530-3312-84,360189,RICOTTA CHEESE FAT FREE,6,15 OZ,5.625,8.4,8.72,0,green,http://yourURL?LOCATION=
A8-216-L-1710-3360-0,935004,CHEESE LACY SWISS,2,5#,10,7,3.91,0,green,http://yourURL?LOCATION=
A8-216-L-1710-3360-48,920213,HUMMUS WHT BEAN W/PRETZELS,8,3.5 OZ,1.5,5,11.04,0,green,http://yourURL?LOCATION=
A8-219-L-1710-3420-48,942466,KEFIR PLAIN WHL MLK OG,6,32 OZ,12,6.2,17.75,0,green,http://yourURL?LOCATION=
A8-219-L-1710-3420-72,941892,CHOC BAR MILK CHOC,12,3 OZ,2.25,4.4,20.77,0,green,http://yourURL?LOCATION=
A8-219-R-1530-3420-48,926933,TURKEY OVEN ROASTED ABF,2,8#,16,3.8,4.39,0,green,http://yourURL?LOCATION=
A8-23-L-1710-768-0,359067,KEFIR DRINK LF PEACH,6,32 OZ,12,79.4,13.4,0,green,http://yourURL?LOCATION=
A8-23-R-1530-768-0,925099,PRODUCE POUCH STEAMABLE,250,7X9X4,5.25,22.8,23,0,green,http://yourURL?LOCATION=
A8-23-R-1530-768-60,714583,PUMPKIN SHELLED PEPITA NATURAL,1,55#,55,35.8,82.5,0,green,http://yourURL?LOCATION=
A8-27-L-1710-828-36,827973,VARIEGATE BLUE COOKIE CREME,2,16#,32,4.8,53.12,0,green,http://yourURL?LOCATION=
A8-27-R-1530-828-0,906303,"CONT MICRO 9"" 3 CELL DIV",112,9X9X2.7,15.6,17.4,30.8,0,green,http://yourURL?LOCATION=
A8-31-L-1710-876-36,270785,BUTTER UNSALTED SOLIDS*,36,1#,36,22.6,2.7425,0,green,http://yourURL?LOCATION=
A8-32-L-1710-888-0,899126,PAN LINER 24# QUILON 1-2 BAKES,1000,16X24,24.6,110,32,0,green,http://yourURL?LOCATION=
A8-32-L-1710-888-36,906501,CONT- SQUARE PULP 48OZ,300,9X9,23.1,2.2,53.83,1,red,http://yourURL?LOCATION=
A8-32-R-1530-888-0,104800,FETA CHEESE IN BRINE,1,30#,30,50.8,1.99,0,green,http://yourURL?LOCATION=
A8-32-R-1530-888-60,597038,MUENSTER SQUARE YELLOW*,6,5#,30,4.3,1.7475,0,green,http://yourURL?LOCATION=
A8-36-L-1710-936-0,582963,TURKEY BREAST O/R WITH BROTH,2,9-11#,20.9,227,2.1,0,green,http://yourURL?LOCATION=
A8-36-L-1710-936-36,547300,CREME DROPS BULK,1,30#,30,4.2,39.5,0,green,http://yourURL?LOCATION=
A8-36-L-1710-936-36,441387,TUB GUMMI PUMPKINS HALLOWEEN,12,13 OZ,9.75,8,21.86,0,green,http://yourURL?LOCATION=
A8-36-R-1530-936-0,812800,GLAZE DONUT,1,40#,42,85.8,48.99,0,green,http://yourURL?LOCATION=
A8-36-R-1530-936-60,832400,HONEY LIQUID,6,5#,38,7.2,91,0,green,http://yourURL?LOCATION=
A8-39-L-1710-984-36,908565,ICING CHOC FUDGE READY ICE,1,40#,40,64.2,45.82,0,green,http://yourURL?LOCATION=
A8-40-L-1710-996-0,675918,CHICKEN FRESH DRUMS & THIGHS,96,CT,40,398.6,0.5,0,green,http://yourURL?LOCATION=
A8-40-L-1710-996-36,821100,ICING WHITE DONUT & ROLL,1,41#,43,7.8,58.63,1,red,http://yourURL?LOCATION=
A8-40-R-1530-996-0,671200,BAGS PULL-N-PAK HDPE MORE MAT,3000,15X20,17.9,111.6,38.2,0,green,http://yourURL?LOCATION=
A8-40-R-1530-996-60,577030,CONT CUPCAKE 4 COUNT LARGE,150,9X9X4,25,8.2,76.06,0,green,http://yourURL?LOCATION=
A8-44-L-1710-1056-0,714000,GLAZE STRAWBERRY,1,34#,36.5,15.6,22.8,0,green,http://yourURL?LOCATION=
A8-44-R-1530-1056-0,872136,FILLING CREAM CHEESE,12,2#,24,5.4,33.77,1,red,http://yourURL?LOCATION=
A8-44-R-1530-1056-60,235303,SWISS LORRAINE REDUCE FAT,2,5#,14,74.6,3.05,0,green,http://yourURL?LOCATION=
A8-49-L-1710-1116-36,582980,TURKEY PASTRAMI,4,4-5#,17.1,42.4,1.9,0,green,http://yourURL?LOCATION=
A8-49-R-1530-1116-60,630203,PICKLES SWEET MIXED CANDIED,1,256 OZ,21,74,22.84,0,green,http://yourURL?LOCATION=
A8-4-L-1710-384-0,680521,ALMONDS RAW NPS 20/22,1,50#,50,13.2,181.625,0,green,http://yourURL?LOCATION=
A8-4-L-1710-384-36,909818,MARGARINE SOLIDS UNSALTED,30,1#,30,11.2,23.72,0,green,http://yourURL?LOCATION=
A8-4-R-1530-384-0,354103,CUPS DELI-FESTIVAL FOODS,500,12 OZ.,14,87.2,26.37,0,green,http://yourURL?LOCATION=
A8-4-R-1530-384-60,659343,CHEESE SAUCE CHEDDAR MILD,6,#10 CAN,39.75,38,29.26,0,green,http://yourURL?LOCATION=
A8-53-L-1710-1164-0,530614,BREAD CRUMBS PLAIN,12,15 OZ,12.5,4.6,12.42,0,green,http://yourURL?LOCATION=
A8-53-L-1710-1164-36,567255,MACARONI & CHEESE,4,5#,20,101.2,1.34,0,green,http://yourURL?LOCATION=
A8-53-L-1710-1164-36,834574,HAM CHOPPED,4,10#,40,154.6,1.92,0,green,http://yourURL?LOCATION=
A8-53-R-1530-1164-0,838312,APPLES SLICED WATER PACK,6,#10 CAN,40.5,19.6,22.09,0,green,http://yourURL?LOCATION=
A8-53-R-1530-1164-60,101405,SOUR CHERRY BALLS,1,31#,31,45.8,30.54,1,red,http://yourURL?LOCATION=
A8-56-L-1710-1212-36,224600,TURKEY BREAST SMOKED,3,6.5#,19.5,155.4,3.63,0,green,http://yourURL?LOCATION=
A8-57-L-1710-1224-36,822800,TOPPING STREUSEL MIX,1,25#,27,28,33.78,0,green,http://yourURL?LOCATION=
A8-57-R-1530-1224-0,975661,BAGS PULL-N-PAK METRO GREEN,3000,15X20,20.2,17.2,38.2,0,green,http://yourURL?LOCATION=
A8-57-R-1530-1224-60,581042,BAGS ROLL PRODUCE - HORROCKS,2800,12X20,28.32,17,42.57,0,green,http://yourURL?LOCATION=
A8-60-L-1710-1272-36,863303,CORN WHOLE KERNEL GOLDEN YELL,6,#10 CAN,46.75,105.4,21.9623,0,green,http://yourURL?LOCATION=
A8-61-L-1710-1284-0,927143,COOKIES PUMPKIN SPICE SHIPPER,60,10.2 OZ,38.36,5,106.8,0,green,http://yourURL?LOCATION=
A8-61-L-1710-1284-36,765425,ALMONDS MEAL BLANCHED,1,25#,25,2.3,83.9773,0,green,http://yourURL?LOCATION=
A8-61-R-1530-1284-0,357422,POTATO MASHED WHIPPED,4,5#,20,571,0.8965,0,green,http://yourURL?LOCATION=
A8-65-L-1710-1332-36,617608,MILK ALMOND UNSWEETENED,6,48 OZ,18,169.6,18.42,0,green,http://yourURL?LOCATION=
A8-66-L-1710-1344-36,290629,HAM BLACK FOREST,3,4#,12,80.8,3.41,0,green,http://yourURL?LOCATION=
A8-66-R-1530-1344-60,924189,HAM CHERRYWOOD,8,2.2-2.7,20,4.2,3.29,0,green,http://yourURL?LOCATION=
A8-70-L-1710-1392-0,125836,MOZZARELLA /MUEN 70/30 SHRED*,6,5#,30,74.8,2.0035,0,green,http://yourURL?LOCATION=
A8-70-R-1530-1392-0,806886,SASAPARILLA,6,4 PK,35.4,14,16,0,green,http://yourURL?LOCATION=
A8-73-L-1710-1440-36,643063,"PAN ALUM 12"" PIZZA #319-30",250,"13""DIA",13,1,69.82,0,green,http://yourURL?LOCATION=
A8-74-L-1710-1452-0,273103,AMERICAN CHEESE YELLOW*,2,5#,10,22.4,1.7413,0,green,http://yourURL?LOCATION=
A8-74-R-1530-1452-0,701265,DESSERT MOUSSE COOKIES & CREAM,2,2.5#,5,364.8,12.525,0,green,http://yourURL?LOCATION=
A8-74-R-1530-1452-60,643031,PAN ALUM CAKE SQUARE,500,8X8X1.3,19.5,21.6,65.79,0,green,http://yourURL?LOCATION=
A8-78-L-1710-1512-0,234201,PEPPER RINGS MILD BANANA,1,5 GAL,45.6,8.2,22.16,0,green,http://yourURL?LOCATION=
A8-78-L-1710-1512-36,352903,BAGS BAKERY SLIDEZIP-FESTIVAL,1000,12X9X5,19.97,43.8,47.96,0,green,http://yourURL?LOCATION=
A8-78-R-1530-1512-0,649823,BOX PIE WINDOW VISIONS 9IN,100,9X9X2,12,1.8,34.18,0,green,http://yourURL?LOCATION=
A8-78-R-1530-1512-60,909825,SACKS KRAFT-DICKS MARKET,400,1/6 70#,50.84,10,33.1,2,red,http://yourURL?LOCATION=
A8-7-L-1710-480-36,355403,BOX DONUT WINDOW-FESTIVAL,100,11X8X4,21.2,30.6,36.52,0,green,http://yourURL?LOCATION=
A8-7-R-1530-480-0,119603,COLE SLAW SPECIAL PACKAGED,6,3#,18,27.6,23.85,1,red,http://yourURL?LOCATION=
A8-83-L-1710-1572-0,243603,FREEZER BAR ITALIAN ICE,8,16/2 OZ,16,4.8,15.04,0,green,http://yourURL?LOCATION=
A8-83-L-1710-1572-36,580300,CONT DONUT CLEAR HINGED 36112,200,12 CT,17.25,1.6,77.63,0,green,http://yourURL?LOCATION=
A8-83-R-1530-1572-60,618200,MAYONNAISE PAIL,1,4 GAL,32,19.8,56.65,0,green,http://yourURL?LOCATION=
A8-87-L-1710-1620-0,724045,OLIVE OIL XTRA VIRGIN,6,25.5 OZ,16.1,10.3,49.3,2,red,http://yourURL?LOCATION=
A8-87-L-1710-1620-36,640503,TOMATO PUREE SAPORITO SPR HVY,6,#10 CAN,46,5.8,25.57,0,green,http://yourURL?LOCATION=
A8-87-R-1530-1620-0,797196,STOCK CHICKEN,12,32 OZ,25.4,93,19.44,1,red,http://yourURL?LOCATION=
A8-87-R-1530-1620-60,889800,GLOVES POLY EMBOSSED SMALL,4,500 CT,11,75.6,14,0,green,http://yourURL?LOCATION=
A8-90-L-1710-1668-36,119436,COLBY JACK MINI HORN*,2,6#,12,585.4,2.1555,0,green,http://yourURL?LOCATION=
A8-91-L-1710-1680-0,886019,CALABRESE SALAME,12,8 OZ,6,11.8,43.98,0,green,http://yourURL?LOCATION=
A8-91-L-1710-1680-36,434900,ICING CLASSIC WHITE DONUT,1,40#,42,41,57.58,0,green,http://yourURL?LOCATION=
A8-91-R-1530-1680-60,122003,PEPPERONI SANDWICH STYLE,2,3#,6,163.8,3.24,0,green,http://yourURL?LOCATION=
A8-94-L-1710-1728-36,125736,MOZZARELLA LOAF 3%*,10,6#,60,14.2,1.6781,0,green,http://yourURL?LOCATION=
A8-95-L-1710-1740-0,836611,HAM CHOPPED 10%,5,10#,50,58.8,1.05,0,green,http://yourURL?LOCATION=
A8-95-R-1530-1740-0,118500,POTATO MASHED,4,5#,20,116.2,18.93,2,red,http://yourURL?LOCATION=
A8-99-L-1710-1788-36,807500,FILLING APPLE TURNOVER,1,31#,33,19.6,40.68,0,green,http://yourURL?LOCATION=
A9-101-L-1938-1812-0,921025,BUTTER UNSALTED HALF STICKS,12,1#,12,18.8,43.47,1,red,http://yourURL?LOCATION=
A9-101-L-1938-1812-84,829093,SWISS CHEESE,2,8#,17.2,8.4,2.97,0,green,http://yourURL?LOCATION=
A9-103-R-1758-1836-48,604453,CHOC DOUBLE CRISP EGGS,1,30#,32,0,68.4,0,green,http://yourURL?LOCATION=
A9-105-L-1938-1872-0,683800,SACKS HAND DN-THANK YOU,300,1/7-70#,38,51.4,31.31,0,green,http://yourURL?LOCATION=
A9-105-L-1938-1872-84,686033,PUMPKIN SHELLED PEPITA RNSLT,1,20#,20,62.8,33.6,0,green,http://yourURL?LOCATION=
A9-107-R-1758-1896-0,600400,FILM PRODUCE 58 GA GREEN TINT,1,"15""5000",24.92,15.8,42.08,0,green,http://yourURL?LOCATION=
A9-107-R-1758-1896-48,928452,PROVOLONE,2,6#,12,0,3.89,0,green,http://yourURL?LOCATION=
A9-109-L-1938-1932-0,126436,MONT JACK/CHEDD 50/50 SHRED*,6,5#,30,166.2,1.9985,0,green,http://yourURL?LOCATION=
A9-110-R-1758-1944-48,390042,PASTEL REESES PEANUTBUTTER CUP,1,25#,25,0,89.5,0,green,http://yourURL?LOCATION=
A9-115-R-1758-2004-48,620800,CONT CUPCAKE CLEAR LBH6166,350,6 CT,21,4.4,38.49,0,green,http://yourURL?LOCATION=
A9-120-R-1758-2064-0,833636,CHERRIES MARA COLOSSAL W/STEM,4,GALLON,37.4,18.8,52.86,2,red,http://yourURL?LOCATION=
A9-122-L-1938-2100-0,851704,TOMATO DICED,12,28 OZ,23.2,31.2,9.73,0,green,http://yourURL?LOCATION=
A9-122-L-1938-2100-84,738506,BAGS FRIED CHICKEN 8PC,250,13X10+6,10.3,34.4,67.07,0,green,http://yourURL?LOCATION=
A9-126-L-1938-2160-0,921018,BUTTER SALTED HALF STICKS,12,1#,12,11.3,43.47,0,green,http://yourURL?LOCATION=
A9-126-L-1938-2160-84,869226,CONT PIE CLEAR HINGED SLP119,200,"9""HIGH",32,1,74.32,0,green,http://yourURL?LOCATION=
A9-127-R-1758-2172-0,416941,ORANGE JUICE W/CALCIUM,6,59 OZ,25.65,65,19.61,0,green,http://yourURL?LOCATION=
A9-127-R-1758-2172-48,360156,RICOTTA CHEESE LIGHT,6,15 OZ,5.625,12.4,8.72,2,red,http://yourURL?LOCATION=
A9-12-L-1938-564-0,461719,CHOC CHIPS WHITE 1M SATIN,1,50#,50,2.6,81.5,0,green,http://yourURL?LOCATION=
A9-130-L-1938-2208-0,631403,KETCHUP SQUEEZE,30,20 OZ,44,36.6,56.39,0,green,http://yourURL?LOCATION=
A9-132-R-1758-2232-0,790000,PINEAPPLE TIDBITS,24,20 OZ,30,15,32.82,0,green,http://yourURL?LOCATION=
A9-132-R-1758-2232-48,450329,CHICKPEAS CHILI LEMON,1,25#,25,0.4,35,0,green,http://yourURL?LOCATION=
A9-135-L-1938-2268-0,551173,SACKS HAND UP-BURRITTS,500,1/6-70#,58,3.8,30.94,0,green,http://yourURL?LOCATION=
A9-135-L-1938-2268-84,583031,CHICKEN BREAST BUFFALO STYLE,2,5-7#,12.1,36.8,3.24,0,green,http://yourURL?LOCATION=
A9-137-R-1758-2292-0,851804,TOMATO WHOLE,12,28 OZ,23.8,24.8,9.73,1,red,http://yourURL?LOCATION=
A9-140-L-1938-2328-84,307503,APPLE RINGS DRIED FRUIT,1,22#,22,11.2,38.3,0,green,http://yourURL?LOCATION=
A9-142-R-1758-2352-0,836331,PEANUT BUTTER CURL VARIGT,1,45#,45,14.8,125,0,green,http://yourURL?LOCATION=
A9-142-R-1758-2352-48,204145,TUB PAN CASHEW JUMBO N/S,12,10 OZ,7.5,1.4,62.55,0,green,http://yourURL?LOCATION=
A9-146-R-1758-2400-0,618458,DIP CHEESE MEXICAN CHIPOTLE,12,16 OZ,12,2.2,36.8,0,green,http://yourURL?LOCATION=
A9-146-R-1758-2400-48,573200,T-SACK-TOMS FOOD CENTERS,1000,12X7X22,14.72,90.6,20.88,0,green,http://yourURL?LOCATION=
A9-151-R-1758-2460-0,812900,SWISS JARLSBERG LOAF NORWAY,2,12#,24,27.4,5.15,0,green,http://yourURL?LOCATION=
A9-154-L-1938-2496-0,640300,SACKS HAND UP-HORROCKS FARM,300,1/6-70#,47,65.2,36.76,0,green,http://yourURL?LOCATION=
A9-156-R-1758-2520-0,290663,HAM HONEY REDUCED SODIUM,3,4#,12,50.8,3.41,0,green,http://yourURL?LOCATION=
A9-156-R-1758-2520-48,938413,OATMEAL CUP DSP 96 PC,96,SHIPPER,28,13.4,132.94,0,green,http://yourURL?LOCATION=
A9-159-L-1938-2556-0,283300,BUTTER UNSALTED QUARTERS,18,1#,18,30.6,3.92,0,green,http://yourURL?LOCATION=
A9-159-L-1938-2556-84,545410,STRING CHEESE*,4,5#,20,15.8,2.622,0,green,http://yourURL?LOCATION=
A9-161-R-1758-2580-48,277600,BACON HICKORY SMOKED,24,16 OZ,24,12.8,3.29,1,red,http://yourURL?LOCATION=
A9-164-L-1938-2616-0,838620,PIZZA SAUCE WITH BASIL,6,#10 CAN,46,13,21.4,0,green,http://yourURL?LOCATION=
A9-164-L-1938-2616-84,644300,TRASH BAG CLEAR .60MIL 30 GAL,250,30X36,11.2,26.6,16.62,0,green,http://yourURL?LOCATION=
A9-165-R-1758-2628-0,298100,CREAMER HALF/HALF QUARTS,12,32 OZ,27.3,1168.2,27.58,17,red,http://yourURL?LOCATION=
A9-170-R-1758-2688-0,664200,PEPPERONCINI MILD,4,128 OZ,32,14.4,22.67,0,green,http://yourURL?LOCATION=
A9-170-R-1758-2688-48,683600,T-SACK-HILLSDALE MKTHOUSE,1000,12X7X22,16.32,38.2,24.81,0,green,http://yourURL?LOCATION=
A9-175-R-1758-2748-0,215023,BOLOGNA JUMBO,1,10.3#,10.3,221.4,1.79,0,green,http://yourURL?LOCATION=
A9-175-R-1758-2748-48,590119,CHICKEN BREAST OVEN ROASTED,2,5-7#,12.9,61.4,2.7,0,green,http://yourURL?LOCATION=
A9-180-R-1758-2808-0,838354,PINEAPPLE TIDBITS IN JUICE,6,#10 CAN,39.75,23.2,25.09,0,green,http://yourURL?LOCATION=
A9-180-R-1758-2808-48,281103,T-SACK-FRANKS PIGGLY WIGGLY,1000,13X8X23,21.58,43.6,31.28,1,red,http://yourURL?LOCATION=
A9-195-L-1938-3024-0,664100,PEPPERS JALAPENO SLICED,4,128 OZ,36.8,103.2,21.1,2,red,http://yourURL?LOCATION=
A9-195-L-1938-3024-84,851904,TOMATO CRUSHED,12,28 OZ,24.1,43.8,9.73,0,green,http://yourURL?LOCATION=
A9-195-R-1758-3024-48,562800,FREEZER PAPER 40/5#-MEAT&POULT,1,"18""1000",30,44.4,29.19,0,green,http://yourURL?LOCATION=
A9-199-L-1938-3084-0,644689,BAGS BROWN KRAFT 20# SQUAT,500,8X6X14,24.2,36.8,14.77,0,green,http://yourURL?LOCATION=
A9-199-L-1938-3084-84,564300,FREEZER PAPER 40/6#-SEAFOOD,1,"18""1000",28,6.8,29.19,0,green,http://yourURL?LOCATION=
A9-199-R-1758-3084-0,883104,TRASH BAG- CLEAR .95 MIL,100,38X58,14,72,14.67,0,green,http://yourURL?LOCATION=
A9-199-R-1758-3084-48,704142,SOYNUTS ROASTED R/S,1,35#,35,15.6,36.099,0,green,http://yourURL?LOCATION=
A9-1-L-1938-276-0,916076,COLE SLAW DELUXE PACKAGED,12,1#,12.42,13.5,13.98,0,green,http://yourURL?LOCATION=
A9-1-R-1758-276-0,725150,TEXTURED VEGATABLE PROTEIN,4,10 OZ,2.9,6.4,6.78,0,green,http://yourURL?LOCATION=
A9-1-R-1758-276-48,930902,CRAB MEAT SPECIAL,12,6 OZ,4.5,11,44.33,0,green,http://yourURL?LOCATION=
A9-202-L-1938-3132-0,668600,"PEPPERS RINGS MILD 1/4""",4,128 OZ,36.2,163.2,20.75,2,red,http://yourURL?LOCATION=
A9-202-L-1938-3132-84,242914,HAM HONEY TAVERN,2,9#,18,60.8,2.66,0,green,http://yourURL?LOCATION=
A9-202-R-1758-3132-0,611148,CONT PRODUCE W/LID 4 CELL,100,11X7X3,20,33.8,57.09,0,green,http://yourURL?LOCATION=
A9-202-R-1758-3132-48,632903,OIL GARLIC BUTTER FLAVOR PHO,3,GALLON,23.2,14.8,32.87,0,green,http://yourURL?LOCATION=
A9-206-L-1938-3192-0,197838,PEPPERMINT PILLOWS,1,27#,27,0,38.18,0,green,http://yourURL?LOCATION=
A9-206-L-1938-3192-48,483500,CANDY SPICE JELLY BEANS,1,31#,32,0,31.16,0,green,http://yourURL?LOCATION=
A9-206-L-1938-3192-84,283200,BUTTER REGULAR QUARTERS,36,1#,36,25,3.92,1,red,http://yourURL?LOCATION=
A9-206-R-1758-3192-0,961957,T-SACK-THANK YOU LOW D ENVIRO,1000,12X7X22,23,37.8,27.63,0,green,http://yourURL?LOCATION=
A9-206-R-1758-3192-48,621506,KETCHUP RED 114 OZ,6,#10 JUG,45.8,15.2,30.67,1,red,http://yourURL?LOCATION=
